门店名称,系统名称,大区,小区,省名称,地城市,渠道
京客隆东坝店,京客隆北京朝新嘉园店,北区,华北区,北京,北京,京客隆
香河华联香百超市有限公司,香百廊坊新开大街店,北区,华北区,河北,廊坊,GT-MT
北京聚宝隆商贸有限公司固安分公司永定店,聚宝隆廊坊永定路店,北区,华北区,河北,廊坊,GT-MT
青岛利群前海购物广场,利群青岛前海店,北区,鲁东区,山东,青岛,利群
石河子友好开发区超市,友好石河子北三路店,西区,西北区,新疆,石河子,GT-MT
永辉瑶海龙湖天街店,永辉合肥龙湖瑶海天街店,东区,安徽区,安徽,合肥,永辉
大润发滁州店,大润发滁州丰乐大道店,东区,安徽区,安徽,滁州,大润发
永辉安徽合肥市--华冶新天地店,永辉合肥华冶新天地店,东区,安徽区,安徽,合肥,永辉
永辉合肥保利广场店,永辉合肥保利广场店,东区,安徽区,安徽,合肥,永辉
永辉中信悦方店,永辉合肥中信悦方店,东区,安徽区,安徽,合肥,永辉
永辉超市五里山店,永辉合肥武里山路店,东区,安徽区,安徽,合肥,永辉
大润发宣州店,大润发宣城梅溪路店,东区,安徽区,安徽,宣城,大润发
永辉-安徽阜阳市--颍上店,永辉阜阳颖上店,东区,安徽区,安徽,颍上县,永辉
大连沃尔玛学苑店,沃尔玛大连学苑店,北区,东北区,辽宁,大连,沃尔玛
大连沃尔玛学苑店,沃尔玛大连学苑店,北区,东北区,辽宁,大连,沃尔玛
大连沃尔玛有限公司2141店,沃尔玛大连机场前店,北区,东北区,辽宁,大连,沃尔玛
大连沃尔玛有限公司2141店,沃尔玛大连机场前店,北区,东北区,辽宁,大连,沃尔玛
大连沃尔玛新天地广场分店,沃尔玛大连新天地广场店,北区,东北区,辽宁,大连,沃尔玛
大连沃尔玛新天地广场分店,沃尔玛大连新天地广场店,北区,东北区,辽宁,大连,沃尔玛
南阳万德隆高新店,万德隆南阳两相西路店,北区,河南区,河南,南阳,万德隆
国泰平安百货平谷店,国泰北京文化北街店,北区,华北区,北京,北京,GT-MT
北京家乐福商业有限公司鲁谷店,家乐福超市北京鲁谷店,北区,华北区,北京,北京,家乐福
北京物美1309丰体时代店,物美北京丰体南路店,北区,华北区,北京,北京,物美
北京物美1163惠新店,物美北京惠新西街店,北区,华北区,北京,北京,物美
北京物美1336百旺商城店,物美北京百旺店,北区,华北区,北京,北京,物美
物美沙河店,物美北京沙河店,北区,华北区,北京,北京,物美
物美亦庄泰河园店,物美北京亦庄泰河园店,北区,华北区,北京,北京,物美
北京永辉大兴区天宫院店,永辉北京天宫院店,北区,华北区,北京,北京,永辉
北京永辉超市有限公司通州北苑分公司,永辉北京通州万达店,北区,华北区,北京,北京,永辉
永辉超市顺义区后沙峪店,永辉北京后沙峪店,北区,华北区,北京,北京,永辉
北京永辉超市有限公司通州分公司,永辉北京半壁店,北区,华北区,北京,北京,永辉
沃尔玛燕郊分店,沃尔玛廊坊鑫乐汇店,北区,华北区,河北,三河,沃尔玛
华润万家咸水沽店,华润万家天津津沽路店,北区,华北区,天津,天津,华润
华润万家卫国道,华润万家天津卫国道店,北区,华北区,天津,天津,华润
银座章丘龙泉店,济南银座济南龙泉广场店,北区,鲁西区,山东,济南,济南银座
临沂九州超市十里坊店,九州临沂十里坊店,北区,鲁东区,山东,临沂,GT-MT
家乐福（新兴店）,家乐福青岛新兴店,北区,鲁东区,山东,青岛,家乐福
佳乐家寒亭店,中百佳乐家潍坊寒亭店,北区,鲁东区,山东,潍坊,佳乐家
永辉超市西安市南关正街店,永辉西安长安北路店,西区,西北区,陕西,西安,永辉
杭州市--城中街店,永辉杭州钱王财富广场店,东区,浙江区,浙江,杭州,永辉
联华华商超市杭州新塘路店,世纪联华杭州新塘店,东区,浙江区,浙江,杭州,浙江联华
联华华商超市萧山南环路店,世纪联华杭州南环店,东区,浙江区,浙江,杭州,浙江联华
联华华商超市杭州江城店,世纪联华杭州江城店,东区,浙江区,浙江,杭州,浙江联华
物美金华万达店,物美金华李渔路店,东区,浙江区,浙江,金华,物美
物美(宁海西子国际店),物美宁波西子国际店,东区,浙江区,浙江,宁海县,物美
绍兴市笛扬路店,永辉绍兴笛扬路店,东区,浙江区,浙江,绍兴,永辉
慈溪慈客隆余姚店,华润万家宁波阳明店,东区,浙江区,浙江,余姚,华润
永辉超市河北燕郊上上城店,永辉燕郊华地广场店,北区,华北区,河北,廊坊,永辉
鞍山大润发商业有限公司,大润发鞍山中华店,北区,东北区,辽宁,鞍山,大润发
大连天河百盛购物中心公司,百盛大连西安路店,北区,东北区,辽宁,大连,GT-MT
北京市长安,长安北京外大街店,北区,华北区,北京,北京,GT-MT
沃尔玛（天津）商业零售有限公司武清泉州路分店,沃尔玛天津武清店,北区,华北区,天津,天津,沃尔玛
天津永辉超市有限公司南开分公司,永辉天津熙悦汇店,北区,华北区,天津,天津,永辉
华润万家王顶堤,华润万家天津红旗南路店,北区,华北区,天津,天津,华润
天津永辉超市有限公司河西区分公司,永辉天津凯德店,北区,华北区,天津,天津,永辉
永辉超市房山绿源店,永辉北京绿源店,北区,华北区,北京,北京,永辉
物美双井店,物美北京双井店,北区,华北区,北京,北京,物美
超市发.魏公村店,超市发北京魏公村店,北区,华北区,北京,北京,GT-MT
华冠购物广场（亦庄店）,华冠北京亦庄店,北区,华北区,北京,北京,GT-MT
济南银座德州大学路店,银座德州大学路店,北区,鲁西区,山东,德州,济南银座
济南银座文西店,银座济南文化西路店,北区,鲁西区,山东,济南,济南银座
永辉超市西安唐延店,永辉西安唐延店,西区,西北区,陕西,西安,永辉
永辉海宁爱琴海店,永辉嘉兴爱琴海店,东区,浙江区,浙江,嘉兴,永辉
利群莱州购物广场,利群烟台莱州店,北区,鲁东区,山东,烟台,利群
河北永辉超市有限公司唐山开元新天地店,永辉唐山开元新天地店,北区,华北区,河北,唐山,永辉
大张长申伊川店,大张洛阳银兴广场店,北区,河南区,河南,洛阳,洛阳大张
京客隆双龙商场,京客隆北京双龙店,北区,华北区,北京,北京,京客隆
超市发.学院路店,超市发北京学院路店,北区,华北区,北京,北京,GT-MT
物美双裕环岛,物美北京双峪环岛店,北区,华北区,北京,北京,物美
物美冯村店,物美北京冯村商业街店,北区,华北区,北京,北京,物美
物美西黄村二店,物美北京苹果园南路店,北区,华北区,北京,北京,物美
物美综超枣园店,物美北京枣园小区店,北区,华北区,北京,北京,物美
物美高米店北店,物美北京高米店,北区,华北区,北京,北京,物美
永辉超市哈尔滨松北万达店,永辉哈尔滨市松北万达店,北区,东北区,黑龙江,哈尔滨,永辉
大润发合肥庐阳店,大润发合肥阜阳北路店,东区,安徽区,安徽,合肥,大润发
大润发合肥翡翠路店,大润发合肥翡翠店,东区,安徽区,安徽,合肥,大润发
安徽阜阳市--太和百太星马店,永辉阜阳太和百太星马店,东区,安徽区,安徽,阜阳,永辉
沃尔玛购物广场博学路店,沃尔玛长春博学路分店,北区,东北区,吉林,长春,沃尔玛
焦作温县胖发祥,胖发祥焦作太行路,北区,河南区,河南,焦作,GT-MT
沈阳沃尔玛太原街分店,沃尔玛沈阳中华路店,北区,东北区,辽宁,沈阳,沃尔玛
昆山润华商业有限公司营口分公司,大润发营口东升路店,北区,东北区,辽宁,营口,大润发
许昌市-禹州市-一峰禹州城市广场,一峰城市广场许昌药城路店,北区,河南区,河南,许昌,GT-MT
商丘市-安奇乐易-睢阳店,安奇乐易商丘凯旋路店,北区,河南区,河南,商丘,GT-MT
沈阳市苏家屯大润发商业有限公司,大润发沈阳苏家屯店,北区,东北区,辽宁,沈阳,大润发
阜新润云商业有限公司,大润发阜新海州店,北区,东北区,辽宁,朝阳,大润发
杭州山姆会员商店有限公司萧山分店,山姆杭州萧山店,东区,浙江区,浙江,杭州,山姆
大张凯旋店,洛阳大张凯旋建业广场店,北区,河南区,河南,洛阳,洛阳大张
大张龙祥店,大张量贩洛阳龙翔店,北区,河南区,河南,洛阳,洛阳大张
万德隆麒麟店,万德隆南阳麒麟店,北区,河南区,河南,南阳,万德隆
大张纱西店,大张洛阳纱厂西路店,北区,河南区,河南,洛阳,洛阳大张
万德隆摩根店,万德隆南阳摩根店,北区,河南区,河南,南阳,万德隆
南阳万德隆仲景店,万德隆南阳仲景店,北区,河南区,河南,南阳,万德隆
许昌市-长葛-一峰城市广场,一峰许昌长葛店,北区,河南区,河南,许昌,GT-MT
家乐福哈尔滨乐松店,家乐福哈尔滨乐松店,北区,东北区,黑龙江,哈尔滨,家乐福
家乐福商业有限公司金牛店,家乐福沈阳金牛店,北区,东北区,辽宁,沈阳,家乐福
沈阳沃尔玛长青分店,沃尔玛沈阳长青店,北区,东北区,辽宁,沈阳,沃尔玛
金亿家万嘉店（一店）,金亿家吉林人民大路店,北区,东北区,吉林,吉林,GT-MT
家乐福哈尔滨新阳店,家乐福哈尔滨新阳店,北区,东北区,黑龙江,哈尔滨,家乐福
家乐福商业有限公司塔湾,家乐福沈阳塔湾店,北区,东北区,辽宁,沈阳,家乐福
万客隆超市万达店,万客隆吉林万达店,北区,东北区,吉林,吉林,GT-MT
欧亚车百BH(越野路)超市,欧亚长春越野路店,北区,东北区,吉林,长春,GT-MT
欧亚车百BH栖乐荟店,欧亚长春栖乐荟店,北区,东北区,吉林,长春,GT-MT
北京欧尚超市有限公司大连泉水店,欧尚大连泉水店,北区,东北区,辽宁,大连,大润发
营口组美鲅鱼圈店,隆组美营口太阳城店,北区,东北区,辽宁,营口,GT-MT
大润发繁昌店,大润发芜湖繁昌店,东区,安徽区,安徽,芜湖,大润发
永辉池州市远东国际店,永辉池州远东国际广场店,东区,安徽区,安徽,池州,永辉
济南大润发历下店,大润发济南文化西路店,北区,鲁西区,山东,济南,大润发
济南大润发历城店,大润发济南花园路店,北区,鲁西区,山东,济南,大润发
北京沃尔玛百货有限公司宣武门,沃尔玛北京宣武门店,北区,华北区,北京,北京,沃尔玛
滕州大润发商业有限公司,大润发滕州荆河中路店,北区,鲁西区,山东,枣庄,大润发
大润发兰州兰州店,大润发兰州城关店,西区,西北区,甘肃,兰州,大润发
利群日照万象城店,利群日照烟台路店,北区,鲁东区,山东,日照,利群
大润发奎文店,大润发潍坊新华路店,北区,鲁东区,山东,潍坊,大润发
北京物美1279梨园店,物美北京云景东路店,北区,华北区,北京,北京,物美
临沂九州超市东华店,九州超市临沂东华花园店,北区,鲁东区,山东,临沂,GT-MT
临沂九州超市蒙阴店,九州超市临沂蒙阴店,北区,鲁东区,山东,临沂,GT-MT
九州超市秀水湾店,九州超市临沂秀水湾店,北区,鲁东区,山东,临沂,GT-MT
临沂九州超市临沭店,九州超市临沂常林大街店,北区,鲁东区,山东,临沂,GT-MT
青岛即墨家佳源,家佳源青岛鹤山路店,北区,鲁东区,山东,青岛,GT-MT
京客隆望京店,京客隆北京望京店,北区,华北区,北京,北京,京客隆
永辉六里桥店,永辉北京六里桥店,北区,华北区,北京,北京,永辉
青岛华聚盈良茂烟台路店,华聚盈青岛烟台路店,北区,鲁东区,山东,青岛,GT-MT
奎屯友好超市,友好超市奎屯沙湾街店,西区,西北区,新疆,奎屯,GT-MT
西安华润万家科技路店,华润万家西安科技路店,西区,西北区,陕西,西安,华润
北京物美1292新华联店,物美北京新华联家园店,北区,华北区,北京,北京,物美
大润发临沂北城店,大润发临沂北城店,北区,鲁东区,山东,临沂,大润发
济南大润发淄博店,大润发淄博华光路店,北区,鲁西区,山东,淄博,大润发
济南大润发天桥店,大润发济南堤口路店,北区,鲁西区,山东,济南,大润发
华润万家静海,华润万家天津静海店,北区,华北区,天津,天津,华润
天津永辉超市有限公司空港经济区分公司,永辉天津空港SM店,北区,华北区,天津,天津,永辉
天津永辉超市有限公司双街分公司,永辉天津双街店,北区,华北区,天津,天津,永辉
天津永辉超市有限公司武清分公司,永辉天津武清大光明店,北区,华北区,天津,天津,永辉
松原飞宇,飞宇松原郭尔罗斯大路店,北区,东北区,吉林,松原,经销商
联华华商超市富阳育才店,世纪联华富阳育才店,东区,浙江区,浙江,杭州,浙江联华
九州超市沂水长安店,九州临沂半程店,北区,鲁东区,山东,临沂,GT-MT
许昌市-许昌胖东来人民店,胖东来许昌人民店,北区,河南区,河南,许昌,胖东来
北京永辉金融街融悦汇店,永辉北京紫金路店,北区,华北区,北京,北京,永辉
大润发唐山店,大润发唐山华岩北路店,北区,华北区,河北,唐山,大润发
惠友军校店,惠友保定军校广场店,北区,华北区,河北,保定,GT-MT
河北永辉超市有限公司张家口分公司,永辉张家口尚峰广场店,北区,华北区,河北,张家口,永辉
全福元中心综合体,全福元寿光圣城街店,北区,鲁东区,山东,潍坊,GT-MT
全福元购物中心店,全福元潍坊购物中心店,北区,鲁东区,山东,潍坊,GT-MT
日照润永新世纪蓝湾超市,新世纪蓝湾超市日照青岛路店,北区,鲁东区,山东,日照,GT-MT
物美大卖场北京回龙观二店,物美北京回龙观东店,北区,华北区,北京,北京,物美
大润发郑州陇海店,大润发郑州陇海路店,北区,河南区,河南,郑州,大润发
全福元昌乐店,全福元潍坊恒安街店,北区,鲁东区,山东,潍坊,GT-MT
黄骅二店信誉楼,信誉楼沧州黄骅昌骅大道旗舰店,北区,华北区,河北,沧州,信誉楼
浙江杭州--丁桥龙湖天街店,永辉杭州丁桥龙湖店,东区,浙江区,浙江,杭州,永辉
浙江杭州--江东龙湖天街店,永辉杭州江东龙湖店,东区,浙江区,浙江,杭州,永辉
北京物美1028天通苑店,物美北京天通家园店,北区,华北区,北京,北京,物美
明珠金源超市,明珠超市廊坊创业路店,北区,华北区,河北,廊坊,GT-MT
利群胶南购物广场,利群青岛胶南购物店,北区,鲁东区,山东,青岛,利群
利群胶南家乐城购物广场,利群青岛灵山路店,北区,鲁东区,山东,青岛,利群
联华华商超市金华双龙店,世纪联华金华宝莲店,东区,浙江区,浙江,金华,浙江联华
青岛利客来湘潭路超市,利客来青岛湘潭店,北区,鲁东区,山东,青岛,GT-MT
利客来王哥庄超市,利客来青岛王哥庄店,北区,鲁东区,山东,青岛,GT-MT
永辉超市河北秦皇岛茂业店,永辉秦皇岛茂业店,北区,华北区,河北,秦皇岛,永辉
廊坊市商业明珠大厦永兴超市,明珠超市廊坊华夏幸福城店,北区,华北区,河北,廊坊,GT-MT
杭州华润宁波江东店,华润万家宁波泰富广场店,东区,浙江区,浙江,宁波,华润
信誉楼泊头,泊头信誉楼商厦沧州解放西路店,北区,华北区,河北,泊头,信誉楼
家乐福哈尔滨大直街店,家乐福哈尔滨大直店,北区,东北区,黑龙江,哈尔滨,家乐福
南阳万德隆邓州皇马店,万德隆购物广场南阳邓州五店,北区,河南区,河南,南阳,万德隆
信阳西亚潢川环城路店,西亚和美信阳迎宾路店,北区,河南区,河南,信阳,西亚和美
青岛盛客隆海王路店,盛客隆青岛海王路店,北区,鲁东区,山东,青岛,经销商
天津大港世纪大道迎宾超市,大港迎宾天津步行街店,北区,华北区,天津,天津,GT-MT
河北永辉超市有限公司容辰广场分公司,永辉张家口市容臣店,北区,华北区,河北,张家口,永辉
超市发郎秋园店,超市发北京花园北店,北区,华北区,北京,北京,GT-MT
超市发农大店,超市发北京圆明园西路店,北区,华北区,北京,北京,GT-MT
北京市顺义国泰商业大厦国泰谊宾商业城,国泰北京站前北街店,北区,华北区,北京,北京,GT-MT
西安华润万家丈八路店,华润万家西安丈八路店,西区,西北区,陕西,西安,华润
振华(融成店1),振华超市呼和浩特融城店,北区,华北区,内蒙古,呼和浩特,GT-MT
全福元昌邑店,全福元潍坊利民街店,北区,鲁东区,山东,潍坊,GT-MT
济南嘉华广场店,华联济南广场店,北区,鲁西区,山东,济南,GT-MT
许昌市-襄城县-一峰襄县城市广场,一峰城市广场许昌中心路店,北区,河南区,河南,许昌,GT-MT
物美洋桥店,物美北京洋桥店,北区,华北区,北京,北京,物美
山西永辉超市太原并州路店,永辉太原并州路店,西区,西北区,山西,太原,永辉
联华华商超市武康中兴路店,联华湖州中兴路店,东区,浙江区,浙江,湖州,浙江联华
联华华商超市淳安新安东路店,联华华商杭州淳安新安东路店,东区,浙江区,浙江,杭州,浙江联华
家家悦中心店,家家悦烟台威海中心店,北区,鲁东区,山东,威海,家家悦
永辉超市许昌万达广场店,永辉许昌万达广场店,北区,河南区,河南,许昌,永辉
大张道北店,大张洛阳春都路店,北区,河南区,河南,洛阳,洛阳大张
大张君河湾店,大张量贩洛阳君河湾店,北区,河南区,河南,洛阳,洛阳大张
崂山国货,国货青岛秦岭路店,北区,鲁东区,山东,青岛,GT-MT
济南银座淄博周村店,银座淄博周村店,北区,鲁西区,山东,淄博,济南银座
济南银座花园店,银座济南转山西路店,北区,鲁西区,山东,济南,济南银座
香河华联香百超市大厂店,华联香百廊坊大厂店,北区,华北区,河北,廊坊,GT-MT
菏泽大润发商业有限公司,大润发菏泽曹县店,北区,鲁西区,山东,菏泽,大润发
菏泽大润发黄河路店,大润发菏泽牡丹路店,北区,鲁西区,山东,菏泽,大润发
每一天苏溪之星店,美一天金华苏溪之心店,东区,浙江区,浙江,金华,经销商
利群崂山金鼎购物广场,利群青岛金鼎广场店,北区,鲁东区,山东,青岛,利群
世纪联华锦艺店,上海世纪联华郑州棉纺路店,北区,河南区,河南,郑州,GT-MT
世纪联华橄榄城店,上海世纪联华郑州连云路店,北区,河南区,河南,郑州,GT-MT
沃尔玛郑州秦岭路店,沃尔玛郑州中原西路店,北区,河南区,河南,郑州,沃尔玛
丰南家万佳超市荣大店,家万佳唐山荣大店,北区,华北区,河北,唐山,GT-MT
河间信发,信发超市沧州城垣中路店,北区,华北区,河北,沧州,GT-MT
肃宁华斯超市洗涤组,华斯沧州肃宁店,北区,华北区,河北,沧州,经销商
华冠SPAR适佰家管庄店,华冠超市北京管庄店,北区,华北区,北京,北京,GT-MT
欧亚商都大卖场(二店自营),欧亚长春开运街店,北区,东北区,吉林,长春,GT-MT
永辉超市凤凰城店,永辉郑州凤凰店,北区,河南区,河南,郑州,永辉
大润发承德店,大润发承德金龙皇家店,北区,华北区,河北,承德,大润发
利群蓬莱购物广场,利群烟台北关路店,北区,鲁东区,山东,青岛,利群
全福元东城店,全福元潍坊圣城东街店,北区,鲁东区,山东,潍坊,GT-MT
天津劝宝超市购物广场店,劝宝超市天津购物广场店,北区,华北区,天津,天津,GT-MT
呼和浩特振华超市,振华超市呼和浩特锡林郭勒北路店,北区,华北区,内蒙古,呼和浩特,GT-MT
安徽合肥市--正大广场店,永辉合肥正大广场店,东区,安徽区,安徽,合肥,永辉
永辉安徽合肥市--滨湖银泰城店,永辉合肥滨湖银泰城店,东区,安徽区,安徽,合肥,永辉
许昌市-许昌胖东来金汇广场店,胖东来许昌金汇广场店,北区,河南区,河南,许昌,胖东来
辽宁华润万家生活超市有限公司沈阳市府店,blt沈阳万象汇店,北区,东北区,辽宁,沈阳,华润OLE
辽宁华润万家生活超市有限公司沈阳青年大街店,Ole沈阳青年大街店,北区,东北区,辽宁,沈阳,华润OLE
辽宁桔子实业有限公司,桔子实业盘锦惠宾街店,北区,东北区,辽宁,盘锦,GT-MT
华润Ole济南万象城,Ole济南万象城店,北区,鲁西区,山东,济南,华润OLE
华润超级市场有限公司北京金融街华润万家好来超市,Ole北京金城坊街店,北区,华北区,北京,北京,华润OLE
天津华润超级市场有限公司大悦城店,BLT天津大悦城店,北区,华北区,天津,天津,华润OLE
青岛万象城OLE店,Ole青岛山东路店,北区,鲁东区,山东,青岛,华润OLE
太原华润万家OLE万象城店,Ole太原万象城店,西区,西北区,山西,太原,华润OLE
华润杭州万象城OLE店,Ole杭州万象城店,东区,浙江区,浙江,杭州,华润OLE
合肥万象城OLE店,Ole合肥万象城店,东区,安徽区,安徽,合肥,华润OLE
大张盛德美洛宁店,大张洛阳永宁大道店,北区,河南区,河南,洛阳,洛阳大张
滨州市滨州市好伙伴商贸有限公司博兴天元购物广场,好伙伴滨州博兴天元购物广场店,北区,鲁西区,山东,滨州,RKA-MT
滨州市好伙伴商贸有限公司滨州市阳信县中兴超市,好伙伴滨州中兴超市店,北区,鲁西区,山东,滨州,RKA-MT
倍客优超市中央大道店,倍客优大连西安路店,北区,东北区,辽宁,大连,GT-MT
大连-万维超市-万达广场店,万维大连虹韵路店,北区,东北区,辽宁,大连,GT-MT
友嘉长兴购物店,友谊友嘉超市长兴购物广场店,北区,东北区,辽宁,大连,GT-MT
旅顺供销大厦有限公司,旅顺供销大连大华街店,北区,东北区,辽宁,大连,GT-MT
永辉北京将台西路芳园南里9号院店,永辉北京将台西路店,北区,华北区,北京,北京,永辉
哈尔滨润牛商业有限公司,大润发哈尔滨工农大街店,北区,东北区,黑龙江,哈尔滨,大润发
琨阳购物广场,琨阳负一超市沧州肃宁店,北区,华北区,河北,沧州,经销商
大润发宝应店,大润发扬州宝应金源广场店,东区,苏沪区,江苏,宝应县,大润发
宝应国际城购物广场,苏果扬州宝应中心国际城店,东区,苏沪区,江苏,宝应县,苏果
宝应安宜路购物广场(810501),苏果扬州安宜路店,东区,苏沪区,江苏,宝应县,苏果
大润发梅李镇店,大润发常熟梅李店,东区,苏沪区,江苏,常熟,大润发
苏州欧尚超市有限公司常熟珠江店,欧尚常熟珠江东路店,东区,苏沪区,江苏,常熟,大润发
苏州欧尚超市有限公司常熟黄河店,欧尚苏州常熟黄河路店,东区,苏沪区,江苏,常熟,大润发
永辉常熟万达店,永辉常熟万达店,东区,苏沪区,江苏,常熟,永辉
大润发常州戚墅堰店,大润发常州遥观店,东区,苏沪区,江苏,常州,大润发
常州关河大润发商业有限公司兰陵分公司,大润发常州新世界店,东区,苏沪区,江苏,常州,大润发
常州关河大润发商业有限公司天宁分公司,大润发常州丽华北路店,东区,苏沪区,江苏,常州,大润发
常州怀德大润发商业有限公司,大润发常州香江华庭店,东区,苏沪区,江苏,常州,大润发
常州欧尚超市有限公司永宁店,欧尚常州永宁店,东区,苏沪区,江苏,常州,大润发
常州欧尚超市有限公司五星店,欧尚常州五星店,东区,苏沪区,江苏,常州,大润发
常州欧尚超市有限公司兰凌店,欧尚常州兰陵店,东区,苏沪区,江苏,常州,大润发
30001-03a-金坛大统华购物中心有限公司-西门店2,大统华常州金坛西门店,东区,苏沪区,江苏,常州,大统华
30001-03-金坛大统华购物中心有限公司1087,大统华常州金坛店,东区,苏沪区,江苏,常州,大统华
锦江麦德龙现购自运有限公司常州武进商场,麦德龙常州武进店,东区,苏沪区,江苏,常州,麦德龙
锦江麦德龙常州天宁商场,麦德龙常州外环西路店,东区,苏沪区,江苏,常州,麦德龙
常州山姆会员商店,山姆会员常州通江中路店,东区,苏沪区,江苏,常州,山姆
特易购商业(江苏)有限公司常州巢湖分公司,华润万家常州巢湖店,东区,苏沪区,江苏,常州,苏果
常州市武进乐购生活购物有限公司,华润万家常州武进店,东区,苏沪区,江苏,常州,苏果
华润苏果金坛华城广场购物广场,华润苏果常州金坛店,东区,苏沪区,江苏,常州,苏果
沃尔玛常州万达店,沃尔玛常州通江中路店,东区,苏沪区,江苏,常州,沃尔玛
永辉常州天宁吾悦店,永辉常州天宁新城吾悦店,东区,苏沪区,江苏,常州,永辉
永辉常州金坛永辉店,永辉常州金坛新天地店,东区,苏沪区,江苏,常州,永辉
江苏永辉超市有限公司常州勤业路分公司,永辉常州龙湖天街店,东区,苏沪区,江苏,常州,永辉
永辉青枫公园宝龙店,永辉常州宝龙店,东区,苏沪区,江苏,常州,永辉
常州市武进万达广场店,永辉常州万达店,东区,苏沪区,江苏,常州,永辉
镇江欧尚超市有限公司丹阳金陵西路店,欧尚镇江丹阳金陵西路店,东区,苏沪区,江苏,丹阳,大润发
镇江欧尚超市有限公司南环店,欧尚丹阳南环路店,东区,苏沪区,江苏,丹阳,大润发
30001-0004-丹阳华地百货有限公司(大统华超市)0004,大统华丹阳新民路店,东区,苏沪区,江苏,丹阳,大统华
丰县人民路购物广场,苏果徐州人民路店,东区,苏沪区,江苏,丰县,苏果
江苏永辉超市有限公司海安东湖路分公司,永辉海安星湖店,东区,苏沪区,江苏,海安,永辉
大润发淮安楚州店,大润发淮安翔宇店,东区,苏沪区,江苏,淮安,大润发
大润发淮阴店,大润发淮安淮阴店,东区,苏沪区,江苏,淮安,大润发
楚州东门大街购物广场(808201),苏果淮安楚州店,东区,苏沪区,江苏,淮安,苏果
洪泽东风路购物广场,苏果淮安东风路店,东区,苏沪区,江苏,淮安,苏果
大润发五星店,大润发江阴五星店,东区,苏沪区,江苏,江阴,大润发
昆山润华商业有限公司江阴分公司,大润发无锡江阴店,东区,苏沪区,江苏,江阴,大润发
锦江麦德龙现购自运江阴商场,麦德龙江阴绮山路店,东区,苏沪区,江苏,江阴,麦德龙
大润发泰州靖江店,大润发泰州靖江店,东区,苏沪区,江苏,靖江,大润发
大润发句容店,大润发镇江句容店,东区,苏沪区,江苏,句容,大润发
句容都市晴园平价店,苏果镇江句容都市晴园店,东区,苏沪区,江苏,句容,苏果
大润发昆山前进店,大润发昆山前进东路店,东区,苏沪区,江苏,昆山,大润发
大润发昆山前进店,大润发昆山前进东路店,东区,苏沪区,江苏,昆山,大润发
苏州欧尚超市有限公司昆山店,欧尚苏州昆山白马泾路店,东区,苏沪区,江苏,昆山,大润发
苏州欧尚超市有限公司昆山店,欧尚苏州昆山白马泾路店,东区,苏沪区,江苏,昆山,大润发
苏南华润前进店,华润万家苏州前进东路店,东区,苏沪区,江苏,昆山,华润
永辉昆山万达广场店,永辉苏州昆山万达店,东区,苏沪区,江苏,昆山,永辉
30001-05-溧阳大统华购物中心有限公司1058,大统华常州溧阳店,东区,苏沪区,江苏,溧阳,大统华
大润发连云港中山店,大润发连云港中山西路店,东区,苏沪区,江苏,连云港,大润发
保真华龙仓店,保真华龙仓超市连云港海州万达店,东区,苏沪区,江苏,连云港,GT-MT
赣榆黄海路购物广场,苏果连云港黄海路店,东区,苏沪区,江苏,连云港,苏果
连云港通灌路购物广场,苏果连云港通灌路店,东区,苏沪区,江苏,连云港,苏果
华润苏果赣榆金海东路（新城吾悦）购物广场,苏果连云港金海东路店,东区,苏沪区,江苏,连云港,苏果
南京轩润超市有限公司,大润发南京浦口店,东区,苏沪区,江苏,南京,大润发
大润发南京溧水店,大润发吴江溧水店,东区,苏沪区,江苏,南京,大润发
南京中央金城仓储超市有限责任公司,大润发南京龙蟠中路店,东区,苏沪区,江苏,南京,大润发
南京中商金润发龙江超市有限公司,大润发南京龙江店,东区,苏沪区,江苏,南京,大润发
南京中商金润发鼓楼购物中心有限公司,金润发南京鼓楼店,东区,苏沪区,江苏,南京,大润发
南京欧尚超市有限公司应天店,欧尚南京应天西路店,东区,苏沪区,江苏,南京,大润发
南京欧尚超市有限公司江宁店,欧尚南京江宁店,东区,苏沪区,江苏,南京,大润发
南京欧尚超市有限公司江宁店,欧尚南京江宁店,东区,苏沪区,江苏,南京,大润发
南京欧尚超市有限公司,欧尚南京河西店,东区,苏沪区,江苏,南京,大润发
南京悦家超市有限公司,家乐福南京大桥南路店,东区,苏沪区,江苏,南京,家乐福
悦购超市1店,悦购超市南京天润城店,东区,苏沪区,江苏,南京,经销商
江宁百顺发超市,百顺发南京润发店,东区,苏沪区,江苏,南京,经销商
麦德龙现购自运公司南京商场,麦德龙南京卡子门大街店,东区,苏沪区,江苏,南京,麦德龙
新湖大道花生唐购物广场,苏果南京花生唐购物广场店,东区,苏沪区,江苏,南京,苏果
苏果南京苏瑞购物广场,苏果南京奥体庐山路购物中心店,东区,苏沪区,江苏,南京,苏果
苏果殷巷购物广场,苏果南京殷巷店,东区,苏沪区,江苏,南京,苏果
东宝路华润苏果购物广场,苏果南京东宝路店,东区,苏沪区,江苏,南京,苏果
苏果南京浦珠路,苏果南京浦珠北路店,东区,苏沪区,江苏,南京,苏果
同曦万尚商城社区店,苏果南京同曦万尚城店,东区,苏沪区,江苏,南京,苏果
天元路购物广场,苏果南京天元路店,东区,苏沪区,江苏,南京,苏果
